Gene,CCA_1,CCA_2,Other_1,Other_2,Total_Reads,Comparison,Biorep,Genome,Isodecoder,ID
nuclear-Ath-ThrCGT-171709,51.12437987,34.51407811,30.17024786,37.82471199,277212,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrCGT,171709
nuclear-Ath-ThrCGT-171710,51.40489293,31.94331573,33.18123422,37.57372059,144403,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrCGT,171710
nuclear-Ath-ThrCGT-171711,47.979312,34.28571429,31.84687269,42.62295082,26167,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrCGT,171711
nuclear-Ath-ThrTGT-171700,53.36604086,37.67137261,58.0171557,65.99676728,754910,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrTGT,171700
nuclear-Ath-ThrTGT-171705,53.38789429,38.85350318,64.50488398,72.79539175,103970,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrTGT,171705
nuclear-Ath-ThrTGT-183732,54.52687694,37.94932233,60.22124832,68.41615485,33667,Periodate vs Deacylated,Bio Rep2,Nuclear,ThrTGT,183732
nuclear-Ath-TrpCCA-171732,36.93895115,11.16430514,84.36288691,85.10310929,4770444,Periodate vs Deacylated,Bio Rep2,Nuclear,TrpCCA,171732
nuclear-Ath-TrpCCA-171734,37.49399188,10.8659419,84.0550324,84.60324832,4316999,Periodate vs Deacylated,Bio Rep2,Nuclear,TrpCCA,171734
nuclear-Ath-TrpCCA-183740,46.37223975,11.23674912,76.32384793,75.52326587,19170,Periodate vs Deacylated,Bio Rep2,Nuclear,TrpCCA,183740
nuclear-Ath-TyrGTA-171663,71.76623069,13.57140045,51.59689887,77.67557555,1674515,Periodate vs Deacylated,Bio Rep2,Nuclear,TyrGTA,171663
nuclear-Ath-TyrGTA-183719,74.25331888,15.55960498,46.58820619,73.93036656,243095,Periodate vs Deacylated,Bio Rep2,Nuclear,TyrGTA,183719
nuclear-Ath-ValAAC-171778,47.28123875,41.10535406,97.22978702,99.03377612,160169,Periodate vs Deacylated,Bio Rep2,Nuclear,ValAAC,171778
nuclear-Ath-ValAAC-171779,41.06041632,36.55296438,85.98072486,88.83549223,758183,Periodate vs Deacylated,Bio Rep2,Nuclear,ValAAC,171779
nuclear-Ath-ValCAC-171807,45.44959293,35.86733743,71.85556824,80.21601298,144526,Periodate vs Deacylated,Bio Rep2,Nuclear,ValCAC,171807
nuclear-Ath-ValCAC-183758,44.970975,32.50946781,71.36087581,74.99252318,108483,Periodate vs Deacylated,Bio Rep2,Nuclear,ValCAC,183758
nuclear-Ath-ValTAC-171767,50.34676508,43.74319066,82.6105689,81.98349773,697369,Periodate vs Deacylated,Bio Rep2,Nuclear,ValTAC,171767
nuclear-Ath-ValTAC-183729,47.70359848,37.74752475,76.99972774,75.91654247,21720,Periodate vs Deacylated,Bio Rep2,Nuclear,ValTAC,183729
nuclear-Ath-ValTAC-183746,54.18360796,46.43874644,85.4364696,85.13971211,39173,Periodate vs Deacylated,Bio Rep2,Nuclear,ValTAC,183746
nuclear-Ath-eMetCAT-171754,47.17395901,12.47917245,79.62678342,85.8845204,1202168,Periodate vs Deacylated,Bio Rep2,Nuclear,eMetCAT,171754
nuclear-Ath-iMetCAT-171655,54.51112044,12.05673759,66.73181628,82.57825371,9591,Periodate vs Deacylated,Bio Rep2,Nuclear,iMetCAT,171655
nuclear-Ath-iMetCAT-171658,58.5443038,6.956521739,77.18411552,89.23220974,2453,Periodate vs Deacylated,Bio Rep2,Nuclear,iMetCAT,171658
nuclear-Ath-iMetCAT-171659,53.74677003,4.893092105,72.91254941,88.37642785,45211,Periodate vs Deacylated,Bio Rep2,Nuclear,iMetCAT,171659
plastid-Ath-AlaTGC-171845,51.76727976,1.061096308,73.63731779,83.66153822,1619714,Periodate vs Deacylated,Bio Rep2,Plastid,AlaTGC,171845
plastid-Ath-ArgACG-171847,50.52110656,4.938251085,65.01354629,76.40268751,1235668,Periodate vs Deacylated,Bio Rep2,Plastid,ArgACG,171847
plastid-Ath-ArgTCT-171846,62.21952293,4.983833203,50.55847165,72.46746071,244046,Periodate vs Deacylated,Bio Rep2,Plastid,ArgTCT,171846
plastid-Ath-AsnGTT-171848,76.43236025,1.99166832,41.74243265,74.77911084,894007,Periodate vs Deacylated,Bio Rep2,Plastid,AsnGTT,171848
plastid-Ath-AspGTC-171849,58.78334529,20.42966043,59.25948474,75.63158606,604505,Periodate vs Deacylated,Bio Rep2,Plastid,AspGTC,171849
plastid-Ath-CysGCA-171850,75.29469264,40.09481038,37.22381685,58.52649007,267035,Periodate vs Deacylated,Bio Rep2,Plastid,CysGCA,171850
plastid-Ath-GlnTTG-171851,69.65864459,16.31811487,51.4149727,70.75343292,523263,Periodate vs Deacylated,Bio Rep2,Plastid,GlnTTG,171851
plastid-Ath-GluTTC-171852,69.25145874,12.25204201,50.90713212,69.74014448,1343032,Periodate vs Deacylated,Bio Rep2,Plastid,GluTTC,171852
plastid-Ath-GlyGCC-171853,77.80103423,11.09799292,52.05204496,82.84383229,174329,Periodate vs Deacylated,Bio Rep2,Plastid,GlyGCC,171853
plastid-Ath-GlyTCC-171854,71.79039082,3.760445682,39.26741452,62.15824494,212098,Periodate vs Deacylated,Bio Rep2,Plastid,GlyTCC,171854
plastid-Ath-HisGTG-171855,66.37111718,29.82951892,40.88156063,58.87635054,1152062,Periodate vs Deacylated,Bio Rep2,Plastid,HisGTG,171855
plastid-Ath-IleCAT-171856,53.68375861,43.16767677,86.32494123,85.2805906,1035732,Periodate vs Deacylated,Bio Rep2,Plastid,IleCAT,171856
plastid-Ath-IleGAT-171857,47.78043398,46.08148918,68.55050686,69.34110469,1103356,Periodate vs Deacylated,Bio Rep2,Plastid,IleGAT,171857
plastid-Ath-LeuCAA-171859,58.60481514,6.627407925,56.56387769,72.6533286,376200,Periodate vs Deacylated,Bio Rep2,Plastid,LeuCAA,171859
plastid-Ath-LeuTAA-171860,59.65731063,9.60199005,71.12031462,85.84008454,330258,Periodate vs Deacylated,Bio Rep2,Plastid,LeuTAA,171860
plastid-Ath-LeuTAG-171858,69.50572341,8.053849787,37.55210275,67.40005005,411337,Periodate vs Deacylated,Bio Rep2,Plastid,LeuTAG,171858
plastid-Ath-LysTTT-171861,54.17763347,11.46630934,65.50538119,78.19244417,174851,Periodate vs Deacylated,Bio Rep2,Plastid,LysTTT,171861
plastid-Ath-PheGAA-171864,66.43405443,32.68527074,59.81049486,73.91786368,485250,Periodate vs Deacylated,Bio Rep2,Plastid,PheGAA,171864
plastid-Ath-ProTGG-171865,62.5845054,0.559984814,32.68999425,46.43892024,96147,Periodate vs Deacylated,Bio Rep2,Plastid,ProTGG,171865
plastid-Ath-SerGCT-171868,77.16844752,31.76470588,43.83152989,65.20985085,127717,Periodate vs Deacylated,Bio Rep2,Plastid,SerGCT,171868
plastid-Ath-SerGGA-171866,71.20406695,36.40841917,52.52087179,72.12408714,197486,Periodate vs Deacylated,Bio Rep2,Plastid,SerGGA,171866
plastid-Ath-SerTGA-171867,75.06086573,29.65873837,35.43201258,49.4088103,220118,Periodate vs Deacylated,Bio Rep2,Plastid,SerTGA,171867
plastid-Ath-ThrGGT-171869,68.14914215,43.95,25.48241559,40.59405941,282313,Periodate vs Deacylated,Bio Rep2,Plastid,ThrGGT,171869
plastid-Ath-ThrTGT-171870,70.70722325,49.88361944,25.71551127,37.09736457,173391,Periodate vs Deacylated,Bio Rep2,Plastid,ThrTGT,171870
plastid-Ath-TrpCCA-171871,58.49557265,24.07921462,51.03463251,63.41387895,361662,Periodate vs Deacylated,Bio Rep2,Plastid,TrpCCA,171871
plastid-Ath-TyrGTA-171872,64.22362008,25.40764414,55.22081808,67.18813534,1196223,Periodate vs Deacylated,Bio Rep2,Plastid,TyrGTA,171872
plastid-Ath-ValGAC-171873,68.67512751,43.9653709,35.04122043,48.86728583,37479,Periodate vs Deacylated,Bio Rep2,Plastid,ValGAC,171873
plastid-Ath-ValTAC-171874,60.56776907,40.41883081,36.33232312,41.71899655,113214,Periodate vs Deacylated,Bio Rep2,Plastid,ValTAC,171874
plastid-Ath-eMetCAT-171862,58.8549881,9.949575698,37.23418616,50.28431672,127476,Periodate vs Deacylated,Bio Rep2,Plastid,eMetCAT,171862
plastid-Ath-iMetCAT-171863,69.60314222,11.72069825,65.47436643,91.13376735,97486,Periodate vs Deacylated,Bio Rep2,Plastid,iMetCAT,171863
mitochondrial-Ath-AsnGTT-183766,90.56465412,76.81209603,33.04418985,42.15902263,110963,Control vs Periodate,Bio Rep2,Mitochondrial,AsnGTT,183766
mitochondrial-Ath-AspGTC-171828,81.05960265,64.17848737,19.59531416,51.98668418,66425,Control vs Periodate,Bio Rep2,Mitochondrial,AspGTC,171828
mitochondrial-Ath-CysGCA-171829,86.7211468,59.11167977,11.43358661,44.16919662,119982,Control vs Periodate,Bio Rep2,Mitochondrial,CysGCA,171829
mitochondrial-Ath-GlnTTG-171830,82.23684211,68.61538462,21.24352332,46.29367328,4429,Control vs Periodate,Bio Rep2,Mitochondrial,GlnTTG,171830
mitochondrial-Ath-GluTTC-171831,79.39814815,42.7006247,21.0031348,67.9323204,36275,Control vs Periodate,Bio Rep2,Mitochondrial,GluTTC,171831
mitochondrial-Ath-GlyGCC-171832,87.30119284,67.88047867,16.06174385,48.79323308,31394,Control vs Periodate,Bio Rep2,Mitochondrial,GlyGCC,171832
mitochondrial-Ath-HisGTG-171833,89.12133891,63.22411296,16.85349826,45.8922056,43424,Control vs Periodate,Bio Rep2,Mitochondrial,HisGTG,171833
mitochondrial-Ath-IleCAT-171837,83.27067669,62.36065574,24,68.38723051,6224,Control vs Periodate,Bio Rep2,Mitochondrial,IleCAT,171837
mitochondrial-Ath-LysTTT-171834,78.65748709,53.86944818,44.5610687,77.31990232,14152,Control vs Periodate,Bio Rep2,Mitochondrial,LysTTT,171834
mitochondrial-Ath-ProTGG-171838,86.60877514,72.9889043,20.72463768,47.62077733,8266,Control vs Periodate,Bio Rep2,Mitochondrial,ProTGG,171838
mitochondrial-Ath-SerGCT-171840,77.88944724,76,53.10290652,43.4604223,11266,Control vs Periodate,Bio Rep2,Mitochondrial,SerGCT,171840
mitochondrial-Ath-SerTGA-171841,85.76598311,73.70950027,18.32512315,35.32806535,12278,Control vs Periodate,Bio Rep2,Mitochondrial,SerTGA,171841
mitochondrial-Ath-TrpCCA-171842,87.32097355,58.56482084,13.61888377,52.19400688,280569,Control vs Periodate,Bio Rep2,Mitochondrial,TrpCCA,171842
mitochondrial-Ath-TyrGTA-171844,77.69903142,61.5225057,33.17019261,68.65919064,37099,Control vs Periodate,Bio Rep2,Mitochondrial,TyrGTA,171844
mitochondrial-Ath-eMetCAT-171836,85.58052434,61.58212132,13.87096774,36.52330556,5061,Control vs Periodate,Bio Rep2,Mitochondrial,eMetCAT,171836
mitochondrial-Ath-iMetCAT-171835,94.35797665,81.9657349,14.75953566,36.66476299,2354,Control vs Periodate,Bio Rep2,Mitochondrial,iMetCAT,171835
nuclear-Ath-AlaAGC-171748,71.5746577,44.69346985,45.06002668,80.16757257,756532,Control vs Periodate,Bio Rep2,Nuclear,AlaAGC,171748
nuclear-Ath-AlaAGC-171749,70.66718329,42.93496976,48.72314015,82.59227578,2013164,Control vs Periodate,Bio Rep2,Nuclear,AlaAGC,171749
nuclear-Ath-AlaAGC-183743,69.5078731,43.48339222,41.7783863,77.95590773,847365,Control vs Periodate,Bio Rep2,Nuclear,AlaAGC,183743
nuclear-Ath-AlaCGC-171750,75.57196504,44.45133912,42.58615067,83.76722121,362954,Control vs Periodate,Bio Rep2,Nuclear,AlaCGC,171750
nuclear-Ath-AlaCGC-171752,78.79975778,45.92551909,36.21523825,82.34333034,523534,Control vs Periodate,Bio Rep2,Nuclear,AlaCGC,171752
nuclear-Ath-AlaCGC-183744,75.52279739,47.27830176,38.2697761,78.61215462,227202,Control vs Periodate,Bio Rep2,Nuclear,AlaCGC,183744
nuclear-Ath-AlaTGC-171747,72.12898936,44.05919521,44.04220646,83.12388924,2138373,Control vs Periodate,Bio Rep2,Nuclear,AlaTGC,171747
nuclear-Ath-AlaTGC-171751,69.25627474,40.53178943,46.18470855,83.23386662,370620,Control vs Periodate,Bio Rep2,Nuclear,AlaTGC,171751
nuclear-Ath-ArgACG-171679,79.58115183,55.36970455,17.77480149,53.38992313,37902,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171679
nuclear-Ath-ArgACG-171680,83.00225033,55.68389643,13.38217502,54.32517476,218731,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171680
nuclear-Ath-ArgACG-171681,69.37696177,53.25878594,11.68451432,47.28250308,103519,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171681
nuclear-Ath-ArgACG-171682,71.96167111,54.31773968,12.21833475,49.20926661,250488,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171682
nuclear-Ath-ArgACG-171683,78.39819515,51.11080823,16.70765745,62.4961663,153567,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171683
nuclear-Ath-ArgACG-171772,79.38156638,50.10690062,21.92757608,63.94135552,96690,Control vs Periodate,Bio Rep2,Nuclear,ArgACG,171772
nuclear-Ath-ArgCCG-171678,82.29741676,62.86796163,16.19334552,42.45037504,584505,Control vs Periodate,Bio Rep2,Nuclear,ArgCCG,171678
nuclear-Ath-ArgCCG-171686,77.37983035,55.81066761,32.76299113,65.60563723,27849,Control vs Periodate,Bio Rep2,Nuclear,ArgCCG,171686
nuclear-Ath-ArgCCG-183763,80.60817547,48.31722759,23.63913209,59.52798382,10042,Control vs Periodate,Bio Rep2,Nuclear,ArgCCG,183763
nuclear-Ath-ArgCCT-171715,79.7904845,52.91529835,21.56795618,55.8283384,42379,Control vs Periodate,Bio Rep2,Nuclear,ArgCCT,171715
nuclear-Ath-ArgCCT-171716,80.77801057,52.93758388,17.87938318,57.00170523,656692,Control vs Periodate,Bio Rep2,Nuclear,ArgCCT,171716
nuclear-Ath-ArgCCT-171719,78.30634761,48.39225479,24.61111911,65.93773082,161803,Control vs Periodate,Bio Rep2,Nuclear,ArgCCT,171719
nuclear-Ath-ArgTCG-171676,77.9434263,46.4659387,19.28357006,59.56206388,767645,Control vs Periodate,Bio Rep2,Nuclear,ArgTCG,171676
nuclear-Ath-ArgTCG-171677,78.14914566,49.9483903,18.01266968,52.81424648,379653,Control vs Periodate,Bio Rep2,Nuclear,ArgTCG,171677
nuclear-Ath-ArgTCT-171693,85.92450416,63.00619947,32.4286675,70.15828023,113249,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171693
nuclear-Ath-ArgTCT-171694,87.6698272,66.58490588,33.77370031,73.53386083,400147,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171694
nuclear-Ath-ArgTCT-171695,87.4463268,69.68948421,26.54968748,66.30876259,188062,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171695
nuclear-Ath-ArgTCT-171696,87.12992415,68.21236559,28.7855027,67.0990566,60011,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171696
nuclear-Ath-ArgTCT-171714,88.12389381,68.79539265,18.35260116,51.95398225,80283,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171714
nuclear-Ath-ArgTCT-171717,87.42735737,64.09064213,20.41476029,59.18171648,70164,Control vs Periodate,Bio Rep2,Nuclear,ArgTCT,171717
nuclear-Ath-AsnGTT-171725,78.0995106,55.86697344,31.47009503,64.8585079,30788,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,171725
nuclear-Ath-AsnGTT-171727,82.76309026,55.83410869,26.21242353,66.22044769,404271,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,171727
nuclear-Ath-AsnGTT-171729,83.27454186,56.16131599,23.73693189,66.55188089,470281,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,171729
nuclear-Ath-AsnGTT-183736,83.04024349,58.8851586,24.28626296,60.06564804,51072,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,183736
nuclear-Ath-AsnGTT-183738,81.14423366,54.82246446,26.99173408,65.21189542,112930,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,183738
nuclear-Ath-AsnGTT-183739,81.7461482,55.60785587,25.32325225,68.27088966,86796,Control vs Periodate,Bio Rep2,Nuclear,AsnGTT,183739
nuclear-Ath-AspGTC-171804,80.41560931,59.081672,20.71391386,44.84538657,2304830,Control vs Periodate,Bio Rep2,Nuclear,AspGTC,171804
nuclear-Ath-CysGCA-171684,89.86615679,65.15483266,16.07381653,36.10600368,28757,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171684
nuclear-Ath-CysGCA-171742,86.07407407,66.81003584,27.96157951,48.5619469,6361,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171742
nuclear-Ath-CysGCA-171756,88.86699507,64.3808847,38.44754397,58.42995347,15190,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171756
nuclear-Ath-CysGCA-171757,88.11748999,67.74537696,25.1,48.96551724,6510,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171757
nuclear-Ath-CysGCA-171758,87.48924454,62.78820785,23.03311258,48.2641293,58101,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171758
nuclear-Ath-CysGCA-171759,89.42992874,67.85611511,19.07736665,40.38939875,13740,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171759
nuclear-Ath-CysGCA-171762,88.4057971,65.53719008,28.86597938,41.63048722,4728,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,171762
nuclear-Ath-CysGCA-183742,84.66509988,64.28327451,13.95348837,38.92636117,16359,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,183742
nuclear-Ath-CysGCA-183745,91.15479115,67.27480046,12.0950324,39.3918452,3357,Control vs Periodate,Bio Rep2,Nuclear,CysGCA,183745
nuclear-Ath-GlnCTG-171763,88.82772021,61.03109703,10.95732411,44.19372158,77200,Control vs Periodate,Bio Rep2,Nuclear,GlnCTG,171763
nuclear-Ath-GlnCTG-171765,89.7113594,52.79113041,17.16158889,50.20269488,28494,Control vs Periodate,Bio Rep2,Nuclear,GlnCTG,171765
nuclear-Ath-GlnCTG-171773,88.56382979,57.5695965,15.4897921,46.80643081,53420,Control vs Periodate,Bio Rep2,Nuclear,GlnCTG,171773
nuclear-Ath-GlnCTG-171774,86.86188537,55.77509879,13.79589633,46.49376372,44770,Control vs Periodate,Bio Rep2,Nuclear,GlnCTG,171774
nuclear-Ath-GlnCTG-171775,89.4020899,58.38594113,22.93066476,44.53276047,393385,Control vs Periodate,Bio Rep2,Nuclear,GlnCTG,171775
nuclear-Ath-GlnTTG-171777,84.41898024,45.69440673,19.54584829,62.92437398,413512,Control vs Periodate,Bio Rep2,Nuclear,GlnTTG,171777
nuclear-Ath-GlnTTG-183749,88.76996262,49.16615679,16.12995155,54.4765673,147036,Control vs Periodate,Bio Rep2,Nuclear,GlnTTG,183749
nuclear-Ath-GluCTC-171821,89.65952081,72.76008159,18.373649,43.76528426,81273,Control vs Periodate,Bio Rep2,Nuclear,GluCTC,171821
nuclear-Ath-GluCTC-171824,89.54505687,71.25800087,23.03030303,42.56109305,190921,Control vs Periodate,Bio Rep2,Nuclear,GluCTC,171824
nuclear-Ath-GluCTC-171825,90.25641026,73.23849744,25,40.20269148,30615,Control vs Periodate,Bio Rep2,Nuclear,GluCTC,171825
nuclear-Ath-GluTTC-171820,89.03253922,65.08419549,19.94107614,53.16564251,544841,Control vs Periodate,Bio Rep2,Nuclear,GluTTC,171820
nuclear-Ath-GluTTC-171822,89.82848026,68.11236623,23.52043929,52.60302924,77531,Control vs Periodate,Bio Rep2,Nuclear,GluTTC,171822
nuclear-Ath-GluTTC-171826,86.02898551,66.25521131,26.47058824,54.2161009,29065,Control vs Periodate,Bio Rep2,Nuclear,GluTTC,171826
nuclear-Ath-GluTTC-183764,86.58536585,65.84880637,31.18140736,62.60229809,25743,Control vs Periodate,Bio Rep2,Nuclear,GluTTC,183764
nuclear-Ath-GlyCCC-171713,75.37641333,52.64875259,24.46370965,61.64973979,663231,Control vs Periodate,Bio Rep2,Nuclear,GlyCCC,171713
nuclear-Ath-GlyGCC-171688,83.45568487,62.13449128,21.11581921,54.72875487,62528,Control vs Periodate,Bio Rep2,Nuclear,GlyGCC,171688
nuclear-Ath-GlyGCC-171690,81.41039465,67.00328441,33.68135011,56.86015133,177083,Control vs Periodate,Bio Rep2,Nuclear,GlyGCC,171690
nuclear-Ath-GlyGCC-171691,82.5047659,61.81235435,24.49887759,59.78430189,2122222,Control vs Periodate,Bio Rep2,Nuclear,GlyGCC,171691
nuclear-Ath-GlyGCC-171692,73.29803328,67.65737185,29.60596379,55.05440901,15203,Control vs Periodate,Bio Rep2,Nuclear,GlyGCC,171692
nuclear-Ath-GlyGCC-183730,81.1965812,31.30081301,40.60913706,73.8575983,1138,Control vs Periodate,Bio Rep2,Nuclear,GlyGCC,183730
nuclear-Ath-GlyTCC-171720,80.37569027,45.65049709,19.55379447,72.31636407,671330,Control vs Periodate,Bio Rep2,Nuclear,GlyTCC,171720
nuclear-Ath-HisGTG-171768,75.31711969,46.80329439,57.98100429,63.37665253,238792,Control vs Periodate,Bio Rep2,Nuclear,HisGTG,171768
nuclear-Ath-HisGTG-171770,77.38809414,48.16675575,41.47988118,54.84275819,45136,Control vs Periodate,Bio Rep2,Nuclear,HisGTG,171770
nuclear-Ath-HisGTG-183747,75.91297591,46.97464952,44.18907199,58.01079696,70186,Control vs Periodate,Bio Rep2,Nuclear,HisGTG,183747
nuclear-Ath-HisGTG-183748,76.31027254,44.58909033,40.89219331,66.04474576,37682,Control vs Periodate,Bio Rep2,Nuclear,HisGTG,183748
nuclear-Ath-IleAAT-171735,74.44599642,45.9179997,47.07235831,78.01294227,1288504,Control vs Periodate,Bio Rep2,Nuclear,IleAAT,171735
nuclear-Ath-IleAAT-171736,71.26567192,42.7282514,49.75571134,79.77460969,1601160,Control vs Periodate,Bio Rep2,Nuclear,IleAAT,171736
nuclear-Ath-IleTAT-171721,79.11894273,49.34461281,27.61479592,68.42028007,35631,Control vs Periodate,Bio Rep2,Nuclear,IleTAT,171721
nuclear-Ath-IleTAT-171764,82.28545204,50.31275948,33.50625572,69.26728024,62058,Control vs Periodate,Bio Rep2,Nuclear,IleTAT,171764
nuclear-Ath-LeuAAG-171816,77.09763909,57.40731218,40.12699658,66.13629888,855958,Control vs Periodate,Bio Rep2,Nuclear,LeuAAG,171816
nuclear-Ath-LeuAAG-171817,76.75406832,57.21358564,40.3201122,65.82784406,864492,Control vs Periodate,Bio Rep2,Nuclear,LeuAAG,171817
nuclear-Ath-LeuCAA-171786,72.21475265,50.32029134,26.66099966,62.93925069,173889,Control vs Periodate,Bio Rep2,Nuclear,LeuCAA,171786
nuclear-Ath-LeuCAA-171787,77.78828573,55.41966427,27.5488763,64.7539444,128372,Control vs Periodate,Bio Rep2,Nuclear,LeuCAA,171787
nuclear-Ath-LeuCAA-171789,78.43010147,57.01323251,24.42380608,64.88073246,220170,Control vs Periodate,Bio Rep2,Nuclear,LeuCAA,171789
nuclear-Ath-LeuCAA-171790,79.78497538,57.50082714,24.66308195,62.73055307,183470,Control vs Periodate,Bio Rep2,Nuclear,LeuCAA,171790
nuclear-Ath-LeuCAA-183751,73.45559846,51.08443067,34.51327434,63.2925789,17232,Control vs Periodate,Bio Rep2,Nuclear,LeuCAA,183751
nuclear-Ath-LeuCAG-171781,73.11653633,54.92500728,30.69673377,60.84991741,329913,Control vs Periodate,Bio Rep2,Nuclear,LeuCAG,171781
nuclear-Ath-LeuTAA-171698,76.34547886,57.78268781,28.62085421,56.32925043,121619,Control vs Periodate,Bio Rep2,Nuclear,LeuTAA,171698
nuclear-Ath-LeuTAA-171699,75.64196062,57.9859929,27.96471922,56.85447487,131477,Control vs Periodate,Bio Rep2,Nuclear,LeuTAA,171699
nuclear-Ath-LeuTAA-171791,71.96636832,46.54389785,19.92789819,54.53752328,82626,Control vs Periodate,Bio Rep2,Nuclear,LeuTAA,171791
nuclear-Ath-LeuTAG-171673,71.93448429,45.96530468,38.7841168,79.84276438,863338,Control vs Periodate,Bio Rep2,Nuclear,LeuTAG,171673
nuclear-Ath-LeuTAG-171675,71.40362216,45.27894375,31.89191721,75.93595461,753249,Control vs Periodate,Bio Rep2,Nuclear,LeuTAG,171675
nuclear-Ath-LeuTAG-171685,71.50184686,45.13542941,33.25186796,77.4138779,686574,Control vs Periodate,Bio Rep2,Nuclear,LeuTAG,171685
nuclear-Ath-LysCTT-171703,84.47293447,61.10883187,21.69257083,53.53568612,128856,Control vs Periodate,Bio Rep2,Nuclear,LysCTT,171703
nuclear-Ath-LysCTT-171704,86.46148148,61.64565217,14.28843529,45.5320429,1334318,Control vs Periodate,Bio Rep2,Nuclear,LysCTT,171704
nuclear-Ath-LysTTT-171707,88.86232371,69.57924547,9.12641742,39.07218655,326128,Control vs Periodate,Bio Rep2,Nuclear,LysTTT,171707
nuclear-Ath-LysTTT-171712,88.29460014,68.12192411,10.53355756,41.43189214,47674,Control vs Periodate,Bio Rep2,Nuclear,LysTTT,171712
nuclear-Ath-LysTTT-183734,90.41842379,68.8892543,8.810437931,38.25849149,317784,Control vs Periodate,Bio Rep2,Nuclear,LysTTT,183734
nuclear-Ath-PheGAA-171718,70.3592431,49.39695696,28.52901869,63.83091531,1190395,Control vs Periodate,Bio Rep2,Nuclear,PheGAA,171718
nuclear-Ath-ProAGG-171737,87.76538323,73.51740581,24.28824411,46.19914486,161701,Control vs Periodate,Bio Rep2,Nuclear,ProAGG,171737
nuclear-Ath-ProAGG-171738,87.33488733,75.92925121,25.3047011,42.27968803,40316,Control vs Periodate,Bio Rep2,Nuclear,ProAGG,171738
nuclear-Ath-ProAGG-171743,88.50746269,70.7793484,25.19538519,43.68913029,120151,Control vs Periodate,Bio Rep2,Nuclear,ProAGG,171743
nuclear-Ath-ProCGG-171760,88.10269255,66.90720774,28.01442416,66.15165041,108835,Control vs Periodate,Bio Rep2,Nuclear,ProCGG,171760
nuclear-Ath-ProCGG-171761,87.87878788,66.82559359,28.41552142,66.61594489,164488,Control vs Periodate,Bio Rep2,Nuclear,ProCGG,171761
nuclear-Ath-ProTGG-171741,87.48295609,69.71457312,24.21988014,58.56042685,100798,Control vs Periodate,Bio Rep2,Nuclear,ProTGG,171741
nuclear-Ath-ProTGG-171744,87.26693952,66.34383293,26.56945681,56.49939511,315651,Control vs Periodate,Bio Rep2,Nuclear,ProTGG,171744
nuclear-Ath-SerAGA-171812,72.33373277,44.58635892,69.50205573,89.70587254,171723,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,171812
nuclear-Ath-SerAGA-171813,72.05205269,49.83593726,66.77572873,85.03287955,538029,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,171813
nuclear-Ath-SerAGA-171814,56.48854962,37.06720978,66.1498708,76.57442748,2870,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,171814
nuclear-Ath-SerAGA-171815,78.34224599,56.35220126,51.61707633,80.16961836,4782,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,171815
nuclear-Ath-SerAGA-183750,76.47955296,55.86983309,24.31757017,55.11363636,44978,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,183750
nuclear-Ath-SerAGA-183759,68.07174888,48.38335355,68.86344596,84.34667019,142604,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,183759
nuclear-Ath-SerAGA-183762,75.53475936,59.22785093,55.84415584,76.10770461,20449,Control vs Periodate,Bio Rep2,Nuclear,SerAGA,183762
nuclear-Ath-SerCGA-171782,68.45813926,42.2063253,36.15707205,73.62811941,43329,Control vs Periodate,Bio Rep2,Nuclear,SerCGA,171782
